Signal_Record_ID,Date,Region,State,Max_Temp_C,Min_Temp_C,Cooling_Degree_Days,Consumer_Confidence_Index,Google_Trends_AC_Index,COVID_Impact_Score,Heatwave_Severity_Score,Semiconductor_Shortage_Score,Festive_Multiplier,Composite_Demand_Index,Forecast_AC_Units_Next_Month_TARGET,Split_Tag
SIG-013722,2023-09-01,West,Maharashtra,33.4406,23.6288,316.0411,101.1846,43.0,0.0,0.0,0.0,1.0,0.2717,819.0,TEST
SIG-013723,2023-09-01,West,Maharashtra,34.1064,23.6504,326.352,,55.0,0.0,0.0,0.0,1.0,0.2882,948.0,TEST
SIG-013724,2023-09-01,West,Maharashtra,34.5776,26.0113,368.8328,97.2611,65.0,0.0,0.0,0.0,1.0,0.3083,958.0,TEST
SIG-013725,2023-09-01,West,Maharashtra,33.4914,23.051,308.1361,95.9683,47.0,0.0,0.0,0.0,1.0,0.2641,878.0,TEST
SIG-013726,2023-09-01,West,Maharashtra,35.1305,23.5207,339.7676,94.9724,58.0,0.0,0.0,0.0,1.0,0.2859,927.0,TEST
SIG-013727,2023-09-01,West,Maharashtra,30.3007,20.03,214.9601,100.038,32.0,0.0,0.0,0.0,1.0,0.2226,682.0,TEST
SIG-013728,2023-09-01,West,Maharashtra,32.0941,23.5696,294.9553,109.0765,39.0,0.0,0.0,0.0,1.0,0.2746,780.0,TEST
SIG-013729,2023-09-01,West,Maharashtra,35.8405,27.7085,413.2354,95.4246,69.0,0.0,0.0,0.0,1.0,0.3245,858.0,TEST
SIG-013730,2023-09-01,West,Maharashtra,,25.139,340.8202,104.7432,59.0,0.0,0.0,0.0,1.0,0.3058,853.0,TEST
SIG-013731,2023-09-01,West,Maharashtra,33.6046,23.8094,321.2101,91.303,51.0,0.0,0.0,0.0,1.0,0.2645,828.0,TEST
SIG-013732,2023-09-01,West,Maharashtra,33.592,21.8875,292.1929,98.0133,,0.0,0.0,0.0,1.0,0.2638,915.0,TEST
SIG-013733,2023-09-01,West,Maharashtra,35.6464,25.8493,382.4355,106.8386,53.0,0.0,0.0,0.0,1.0,0.3164,903.0,TEST
SIG-013734,2023-09-01,West,Maharashtra,33.3024,,330.4086,92.4571,62.0,0.0,0.0,0.0,1.0,0.2829,808.0,TEST
SIG-013735,2023-09-01,West,Maharashtra,32.9268,22.1547,286.2225,100.9883,56.0,0.0,0.0,0.0,1.0,0.277,815.0,TEST
SIG-013736,2023-09-01,West,Maharashtra,34.0356,25.1068,347.1364,106.1564,60.0,0.0,0.0,0.0,1.0,0.3118,902.0,TEST
SIG-013737,2023-09-01,West,Maharashtra,33.2239,23.0921,304.74,112.2649,40.0,0.0,0.0,0.0,1.0,0.2851,901.0,TEST
SIG-013738,2023-09-01,West,Maharashtra,,24.1384,324.4292,112.0692,,0.0,0.0,0.0,1.0,0.3153,910.0,TEST
SIG-013739,2023-09-01,West,Maharashtra,34.691,25.4247,361.7361,106.4856,52.0,0.0,0.0,0.0,1.0,0.3076,843.0,TEST
SIG-013740,2023-09-01,West,Maharashtra,33.825,23.0097,312.5205,90.8517,52.0,0.0,0.0,0.0,1.0,0.2619,771.0,TEST
SIG-013741,2023-09-01,West,Maharashtra,32.4873,24.0086,307.4383,113.4735,52.0,0.0,0.0,0.0,1.0,0.3026,849.0,TEST
SIG-013742,2023-09-01,West,Maharashtra,34.2739,24.5897,342.954,97.6335,61.0,0.0,0.0,0.0,1.0,0.2956,963.0,TEST
SIG-013743,2023-09-01,West,Maharashtra,33.4941,24.2237,325.7659,114.595,52.0,0.0,0.0,0.0,1.0,0.3109,876.0,TEST
SIG-013744,2023-09-01,West,Maharashtra,30.9777,22.6759,264.803,108.5865,48.0,0.0,0.0,0.0,1.0,0.2745,767.0,TEST
SIG-013745,2023-09-01,West,Maharashtra,33.9977,23.9146,328.6842,92.5907,49.0,0.0,0.0,0.0,1.0,0.267,911.0,TEST
SIG-013746,2023-09-01,West,Maharashtra,33.3321,25.1355,337.0144,90.4106,60.0,0.0,0.0,0.0,1.0,0.2789,862.0,TEST
SIG-013747,2023-09-01,West,Maharashtra,35.3585,25.8109,377.5424,105.7638,71.0,0.0,0.0,0.0,1.0,0.3344,965.0,TEST
SIG-013748,2023-09-01,West,Maharashtra,33.6085,23.9333,,111.6802,60.0,0.0,0.0,0.0,1.0,0.3141,930.0,TEST
SIG-013749,2023-09-01,West,Maharashtra,32.5122,21.1218,264.5096,92.3234,49.0,0.0,0.0,0.0,1.0,0.2451,790.0,TEST
SIG-013750,2023-09-01,West,Maharashtra,33.5667,23.7265,319.3974,97.6045,57.0,0.0,0.0,0.0,1.0,0.2829,948.0,TEST
SIG-013751,2023-09-01,West,Maharashtra,33.5756,22.1053,295.2142,111.2873,49.0,0.0,0.0,0.0,1.0,0.2909,930.0,TEST
SIG-013752,2023-09-01,West,Maharashtra,33.9063,24.8319,341.073,106.3933,53.0,0.0,0.0,0.0,1.0,0.3018,887.0,TEST
SIG-013753,2023-09-01,West,Maharashtra,34.3644,23.7113,331.1355,103.7071,55.0,0.0,0.0,0.0,1.0,0.2958,802.0,TEST
SIG-013754,2023-09-01,West,Maharashtra,34.1649,24.4534,339.2743,93.5056,52.0,0.0,0.0,0.0,1.0,0.2758,847.0,TEST
SIG-013755,2023-09-01,West,Maharashtra,34.0014,25.1632,347.4698,99.3596,59.0,0.0,0.0,0.0,1.0,0.2979,876.0,TEST
SIG-013756,2023-09-01,West,Maharashtra,32.3819,22.1033,277.2784,100.0621,44.0,0.0,0.0,0.0,1.0,0.2578,785.0,TEST
SIG-013757,2023-09-01,West,Maharashtra,32.1417,22.5482,280.3489,96.5987,40.0,0.0,0.0,0.0,1.0,0.2476,858.0,TEST
SIG-013758,2023-09-01,West,Maharashtra,34.4162,25.4324,357.73,104.6097,69.0,0.0,0.0,0.0,1.0,0.3232,931.0,TEST
SIG-013759,2023-09-01,West,Maharashtra,32.8138,24.2754,316.3379,111.9105,52.0,0.0,0.0,0.0,1.0,0.3027,789.0,TEST
SIG-013760,2023-09-01,West,Maharashtra,34.0147,23.8895,328.5628,94.5344,47.0,0.0,0.0,0.0,1.0,0.2682,821.0,TEST
SIG-013761,2023-09-01,Central,Madhya Pradesh,36.7056,25.1726,388.1737,113.5349,70.0,0.0,0.0,0.0,1.0,0.3513,899.0,TEST
SIG-013762,2023-09-01,Central,Madhya Pradesh,35.5788,26.3984,389.6578,114.04,,0.0,0.0,0.0,,0.3443,729.0,TEST
SIG-013763,2023-09-01,Central,Madhya Pradesh,35.6131,26.3567,389.5476,109.6953,,0.0,0.0,0.0,1.0,0.3385,890.0,TEST
SIG-013764,2023-09-01,Central,Madhya Pradesh,37.4359,26.6756,421.6733,114.5414,70.0,0.0,,0.0,1.0,0.3643,858.0,TEST
SIG-013765,2023-09-01,Central,Madhya Pradesh,37.3753,28.8772,453.7881,107.4978,83.0,0.0,0.0,0.0,1.0,0.3774,866.0,TEST
SIG-013766,2023-09-01,Central,Madhya Pradesh,35.0084,26.2597,379.0213,98.0992,55.0,0.0,0.0,0.0,1.0,0.3013,766.0,TEST
SIG-013767,2023-09-01,Central,Madhya Pradesh,33.8936,24.5611,336.8197,111.9926,55.0,0.0,0.0,0.0,1.0,0.3133,699.0,TEST
SIG-013768,2023-09-01,Central,Madhya Pradesh,32.0056,20.3125,244.7722,106.7519,39.0,0.0,0.0,0.0,1.0,0.2536,661.0,TEST
SIG-013769,2023-09-01,Central,Madhya Pradesh,36.9264,26.0153,404.1248,113.8077,77.0,0.0,0.0,0.0,1.0,0.3655,894.0,TEST
SIG-013770,2023-09-01,Central,Madhya Pradesh,33.508,23.8899,320.9689,113.332,52.0,0.0,0.0,0.0,1.0,0.3069,797.0,TEST
SIG-013771,2023-09-01,Central,Madhya Pradesh,35.1224,23.5585,340.2128,103.5855,59.0,0.0,0.0,0.0,1.0,0.3034,751.0,TEST
SIG-013772,2023-09-01,Central,Madhya Pradesh,31.3461,20.2671,234.1978,110.8733,36.0,0.0,0.0,0.0,1.0,0.2542,640.0,TEST
SIG-013773,2023-09-01,Central,Madhya Pradesh,36.1958,26.2107,396.0977,106.1181,66.0,0.0,0.0,0.0,1.0,0.3352,760.0,TEST
SIG-013774,2023-09-01,Central,Madhya Pradesh,37.1613,28.3342,442.4311,107.0919,79.0,0.0,0.0,0.0,1.0,0.3681,886.0,TEST
SIG-013775,2023-09-01,Central,Madhya Pradesh,34.3259,23.4699,326.9367,114.8806,49.0,0.0,0.0,0.0,1.0,0.3082,789.0,TEST
SIG-013776,2023-09-01,Central,Madhya Pradesh,36.7737,24.9309,385.569,92.095,56.0,0.0,0.0,0.0,1.0,0.2934,734.0,TEST
SIG-013777,2023-09-01,Central,Madhya Pradesh,36.5809,25.5299,391.6618,100.0467,69.0,0.0,0.0,0.0,1.0,0.3259,937.0,TEST
SIG-013778,2023-09-01,Central,Madhya Pradesh,33.1565,24.2361,320.8876,114.8409,58.0,0.0,0.0,0.0,1.0,0.3169,753.0,TEST
SIG-013779,2023-09-01,Central,Madhya Pradesh,34.3268,24.0061,334.9936,94.1027,58.0,0.0,0.0,0.0,1.0,0.2827,866.0,TEST
SIG-013780,2023-09-01,Central,Madhya Pradesh,36.0723,27.5113,413.7531,108.9001,73.0,0.0,0.0,0.0,1.0,0.3547,711.0,TEST
SIG-013781,2023-09-01,Central,Madhya Pradesh,35.4303,23.7789,348.1384,90.9014,66.0,0.0,0.0,0.0,1.0,0.2907,,TEST
SIG-013782,2023-09-01,Central,Madhya Pradesh,33.2018,25.1283,334.9521,107.613,59.0,0.0,0.0,0.0,1.0,0.3092,708.0,TEST
SIG-013783,2023-09-01,Central,Madhya Pradesh,34.8675,24.1313,344.9829,113.5083,64.0,0.0,0.0,0.0,1.0,0.3296,846.0,TEST
SIG-013784,2023-09-01,Central,Madhya Pradesh,34.6664,24.979,354.6805,113.963,58.0,0.0,0.0,0.0,1.0,0.3265,824.0,TEST
SIG-013785,2023-09-01,Central,Madhya Pradesh,34.2507,25.4761,355.9013,113.8149,58.0,0.0,0.0,0.0,1.0,0.3266,701.0,TEST
SIG-013786,2023-09-01,Central,Madhya Pradesh,,27.432,407.4535,108.4247,62.0,0.0,0.0,0.0,1.0,0.3385,776.0,TEST
SIG-013787,2023-09-01,Central,Madhya Pradesh,34.9648,,336.9316,101.3753,51.0,0.0,0.0,0.0,1.0,0.2886,795.0,TEST
SIG-013788,2023-09-01,Central,Madhya Pradesh,33.8469,24.5627,336.1435,113.0226,54.0,0.0,0.0,0.0,1.0,0.3138,785.0,TEST
SIG-013789,2023-09-01,Central,Madhya Pradesh,36.4702,26.0885,398.3798,106.2801,66.0,0.0,0.0,0.0,1.0,0.3363,892.0,TEST
SIG-013790,2023-09-01,Central,Madhya Pradesh,32.6339,22.4438,286.1652,114.3215,42.0,0.0,0.0,0.0,1.0,0.2851,833.0,TEST
SIG-013791,2023-09-01,Central,Madhya Pradesh,37.6148,27.0024,429.2571,93.1191,70.0,0.0,0.0,0.0,1.0,0.3267,857.0,TEST
SIG-013792,2023-09-01,Central,Madhya Pradesh,33.944,25.5916,353.0341,112.2511,54.0,0.0,0.0,0.0,1.0,0.3179,768.0,TEST
SIG-013793,2023-09-01,Central,Madhya Pradesh,36.0108,27.1666,407.6615,92.4416,67.0,0.0,0.0,0.0,1.0,0.3146,871.0,TEST
SIG-013794,2023-09-01,Central,Madhya Pradesh,,27.0958,404.0472,100.1541,70.0,0.0,0.0,0.0,1.0,0.3315,909.0,TEST
SIG-013795,2023-09-01,Central,Madhya Pradesh,32.8254,23.2991,301.8674,111.4726,50.0,0.0,0.0,0.0,1.0,0.2946,652.0,TEST
SIG-013796,2023-09-01,Central,Madhya Pradesh,34.8471,23.1833,330.4554,92.3131,50.0,0.0,0.0,0.0,1.0,0.2682,755.0,TEST
SIG-013797,2023-09-01,Central,Madhya Pradesh,33.2965,23.253,308.2427,105.9883,49.0,0.0,0.0,0.0,1.0,0.2853,830.0,TEST
SIG-013798,2023-09-01,Central,Madhya Pradesh,32.4703,22.7398,288.1507,111.5449,49.0,0.0,0.0,0.0,1.0,0.289,745.0,TEST
SIG-013799,2023-09-01,Central,Madhya Pradesh,36.2383,25.0167,378.8245,110.1106,62.0,0.0,0.0,0.0,1.0,,,TEST
SIG-013800,2023-09-01,Central,Madhya Pradesh,34.7309,23.0767,327.1144,113.5523,66.0,0.0,0.0,0.0,1.0,0.3261,829.0,TEST
SIG-013801,2023-10-01,North,Delhi,30.862,21.9874,252.7423,113.8142,43.0,0.0,0.0,0.0,1.5947,0.2742,1347.0,TEST
SIG-013802,2023-10-01,North,Delhi,30.1285,19.401,202.9434,93.0804,38.0,0.0,0.0,0.0,1.6466,0.2128,1246.0,TEST
SIG-013803,2023-10-01,North,Delhi,29.4881,19.9428,201.4625,100.1031,32.0,0.0,0.0,0.0,1.5319,0.2182,1321.0,TEST
SIG-013804,2023-10-01,North,Delhi,28.4404,19.47,178.6562,101.1825,25.0,0.0,0.0,,1.5961,0.2043,1188.0,TEST
SIG-013805,2023-10-01,North,Delhi,29.7782,21.5609,230.0865,97.2179,40.0,0.0,0.0,0.0,1.5721,0.232,1312.0,TEST
SIG-013806,2023-10-01,North,Delhi,27.4821,17.6967,137.6828,113.3327,20.0,0.0,0.0,0.0,1.6354,0.2074,1232.0,TEST
SIG-013807,2023-10-01,North,Delhi,28.9993,20.0372,195.5467,94.9583,35.0,0.0,0.0,0.0,1.5844,0.2102,1364.0,TEST
SIG-013808,2023-10-01,North,Delhi,31.0059,21.115,241.8125,113.2356,42.0,0.0,,0.0,1.5304,0.2683,1231.0,TEST
SIG-013809,2023-10-01,North,Delhi,30.513,20.2889,222.0276,97.3965,32.0,0.0,0.0,0.0,1.6827,0.22,1397.0,TEST
SIG-013810,2023-10-01,North,Delhi,30.3084,20.029,215.0611,110.3208,48.0,0.0,0.0,0.0,1.5126,0.2611,1022.0,TEST
SIG-013811,2023-10-01,North,Delhi,30.773,22.3188,256.378,99.137,43.0,0.0,0.0,0.0,1.6543,0.2479,1455.0,TEST
SIG-013812,2023-10-01,North,Delhi,28.4843,17.6763,152.4082,91.6822,32.0,0.0,0.0,0.0,1.5854,0.1861,,TEST
SIG-013813,2023-10-01,North,Delhi,28.5794,19.3447,178.8622,94.0734,28.0,0.0,0.0,0.0,1.5683,0.1946,1217.0,TEST
SIG-013814,2023-10-01,North,Delhi,27.9897,18.9587,164.2254,98.6068,27.0,0.0,0.0,0.0,1.5735,0.197,1227.0,TEST
SIG-013815,2023-10-01,North,Delhi,26.4686,17.3484,117.2542,103.3383,22.0,0.0,0.0,0.0,1.5199,0.1842,1057.0,TEST
SIG-013816,2023-10-01,North,Delhi,28.5205,17.6043,151.8721,90.8593,21.0,0.0,0.0,0.0,1.546,0.1712,1157.0,TEST
SIG-013817,2023-10-01,North,Delhi,31.508,,239.9059,110.5992,41.0,0.0,0.0,0.0,1.5057,0.2615,1468.0,TEST
SIG-013818,2023-10-01,North,Delhi,32.919,21.9129,282.4787,102.5831,53.0,0.0,0.0,0.0,1.5645,0.2751,1311.0,TEST
SIG-013819,2023-10-01,North,Delhi,29.8666,20.6269,217.4026,107.7384,39.0,0.0,0.0,0.0,1.6342,0.2463,1195.0,TEST
SIG-013820,2023-10-01,North,Delhi,31.6287,23.1195,281.2236,99.8092,51.0,0.0,0.0,0.0,1.5182,0.2671,1378.0,TEST
SIG-013821,2023-10-01,North,Delhi,28.7655,17.2516,150.2561,109.3087,27.0,0.0,0.0,0.0,1.5473,0.2124,1127.0,TEST
SIG-013822,2023-10-01,North,Delhi,,18.7096,,113.9645,27.0,0.0,0.0,0.0,1.6955,,,TEST
SIG-013823,2023-10-01,North,Delhi,28.6981,18.984,175.2309,100.188,33.0,0.0,0.0,0.0,1.5276,0.2109,1240.0,TEST
SIG-013824,2023-10-01,North,Delhi,29.2058,18.5625,176.5244,111.3444,40.0,0.0,0.0,0.0,1.554,0.2406,1231.0,TEST
SIG-013825,2023-10-01,North,Delhi,28.689,19.96,189.7351,105.1479,26.0,0.0,0.0,0.0,1.6454,0.2166,1355.0,TEST
SIG-013826,2023-10-01,North,Delhi,28.4529,17.9236,155.648,114.6459,34.0,0.0,0.0,0.0,1.603,0.2326,1309.0,TEST
SIG-013827,2023-10-01,North,Delhi,30.3433,21.0889,231.4822,105.1244,47.0,0.0,0.0,0.0,,0.2557,1217.0,TEST
SIG-013828,2023-10-01,North,Delhi,32.4033,24.0187,306.3293,93.5656,58.0,0.0,0.0,0.0,1.6298,0.2721,1458.0,TEST
SIG-013829,2023-10-01,North,Delhi,29.9543,19.8802,207.5176,93.8669,29.0,0.0,0.0,0.0,1.6375,,1226.0,TEST
SIG-013830,2023-10-01,North,Delhi,30.1823,20.7277,,91.7738,38.0,0.0,0.0,0.0,1.5976,0.2172,1141.0,TEST
SIG-013831,2023-10-01,North,Delhi,31.0856,20.6786,236.4628,97.3681,32.0,0.0,0.0,0.0,1.6238,0.2248,1193.0,TEST
SIG-013832,2023-10-01,North,Delhi,28.9734,18.1532,166.8984,105.5599,25.0,0.0,0.0,0.0,1.5694,0.2086,1138.0,TEST
SIG-013833,2023-10-01,North,Delhi,31.2491,22.4502,265.4896,114.5455,45.0,0.0,0.0,0.0,1.6538,0.2823,1481.0,TEST
SIG-013834,2023-10-01,North,Delhi,28.4038,16.9265,139.9551,108.7309,24.0,0.0,0.0,0.0,1.6376,0.2043,1121.0,TEST
SIG-013835,2023-10-01,North,Delhi,28.9914,20.0551,195.6969,94.6554,27.0,0.0,0.0,0.0,1.6364,0.2001,1195.0,TEST
SIG-013836,2023-10-01,North,Delhi,26.5839,16.0234,99.109,111.8634,16.0,0.0,0.0,0.0,1.5164,0.187,942.0,TEST
SIG-013837,2023-10-01,North,Delhi,32.2187,21.7815,270.0033,102.2107,36.0,0.0,0.0,0.0,1.6422,0.2498,1336.0,TEST
SIG-013838,2023-10-01,North,Delhi,29.3615,,175.3653,98.0539,23.0,0.0,0.0,0.0,1.5587,0.1949,,TEST
SIG-013839,2023-10-01,North,Delhi,27.4672,18.621,151.3235,111.1371,19.0,0.0,0.0,0.0,1.5979,0.2066,1355.0,TEST
SIG-013840,2023-10-01,North,Delhi,27.6886,15.8204,112.6345,101.2472,13.0,0.0,0.0,,1.6942,0.168,1102.0,TEST
SIG-013841,2023-10-01,South,Tamil Nadu,32.2155,21.3598,263.6294,91.2328,48.0,0.0,0.0,0.0,,0.2415,1018.0,TEST
SIG-013842,2023-10-01,South,Tamil Nadu,32.8388,21.2968,272.0341,100.0751,47.0,0.0,0.0,0.0,1.6562,0.2597,1161.0,TEST
SIG-013843,2023-10-01,South,Tamil Nadu,32.3558,23.1488,292.569,108.3817,57.0,0.0,0.0,0.0,1.5816,0.2941,1026.0,TEST
SIG-013844,2023-10-01,South,Tamil Nadu,31.5899,21.3754,254.4786,100.2097,52.0,0.0,0.0,,1.516,0.2601,970.0,TEST
SIG-013845,2023-10-01,South,Tamil Nadu,33.4227,24.0948,322.7629,109.7829,51.0,0.0,,0.0,1.5129,0.2996,1049.0,TEST
SIG-013846,2023-10-01,South,Tamil Nadu,30.6263,20.7568,230.7462,107.0059,43.0,0.0,0.0,0.0,1.547,0.2542,880.0,TEST
SIG-013847,2023-10-01,South,Tamil Nadu,30.4181,21.5211,239.0886,90.2543,44.0,0.0,0.0,0.0,1.5732,0.2267,943.0,TEST
SIG-013848,2023-10-01,South,Tamil Nadu,32.9684,21.4825,276.7629,100.3162,41.0,0.0,0.0,0.0,1.5965,0.2545,1032.0,TEST
SIG-013849,2023-10-01,South,Tamil Nadu,31.5103,22.2006,265.6627,96.8812,42.0,0.0,0.0,0.0,1.6598,0.2456,1004.0,TEST
SIG-013850,2023-10-01,South,Tamil Nadu,31.3281,19.9431,229.0682,,31.0,0.0,0.0,0.0,1.6575,0.2087,1015.0,TEST
SIG-013851,2023-10-01,South,Tamil Nadu,34.1111,23.4533,323.4652,103.3825,50.0,0.0,0.0,0.0,1.6564,0.2867,1038.0,TEST
SIG-013852,2023-10-01,South,Tamil Nadu,32.7822,24.3579,317.1018,95.0901,56.0,0.0,0.0,0.0,1.625,0.2762,1120.0,TEST
SIG-013853,2023-10-01,South,Tamil Nadu,29.8951,18.6616,188.3499,113.3116,26.0,0.0,0.0,0.0,1.6093,0.2314,973.0,TEST
SIG-013854,2023-10-01,South,Tamil Nadu,,19.9586,229.4793,99.123,34.0,0.0,0.0,0.0,1.627,0.2281,968.0,TEST
SIG-013855,2023-10-01,South,Tamil Nadu,30.3828,21.9578,245.1098,98.3718,39.0,0.0,0.0,0.0,1.5697,0.238,984.0,TEST
SIG-013856,2023-10-01,South,Tamil Nadu,32.9588,21.0587,270.262,96.2939,36.0,0.0,0.0,0.0,1.6441,0.2388,1036.0,TEST
SIG-013857,2023-10-01,South,Tamil Nadu,28.8885,17.5065,155.9256,108.4423,,0.0,0.0,0.0,1.6426,0.2031,1028.0,TEST
SIG-013858,2023-10-01,South,Tamil Nadu,31.3198,21.5688,253.3298,107.5798,48.0,0.0,0.0,0.0,1.5284,0.2688,980.0,TEST
SIG-013859,2023-10-01,South,Tamil Nadu,32.5742,23.0732,294.7106,97.4252,45.0,0.0,0.0,0.0,1.5928,0.2599,1067.0,TEST
SIG-013860,2023-10-01,South,Tamil Nadu,34.9314,26.7801,385.6727,114.5868,68.0,0.0,0.0,0.0,1.6845,0.35,1308.0,TEST
SIG-013861,2023-10-01,South,Tamil Nadu,32.1378,23.5086,294.696,94.9665,44.0,0.0,0.0,0.0,1.6449,0.2541,976.0,TEST
SIG-013862,2023-10-01,South,Tamil Nadu,30.5146,21.4347,239.2399,94.2033,47.0,0.0,0.0,0.0,1.5263,0.2378,944.0,TEST
SIG-013863,2023-10-01,South,Tamil Nadu,30.1397,18.9463,196.2908,112.6596,38.0,0.0,0.0,0.0,1.6168,0.2473,961.0,TEST
SIG-013864,2023-10-01,South,Tamil Nadu,30.6307,22.1082,251.084,111.2435,41.0,0.0,0.0,0.0,1.6822,0.2665,1047.0,TEST
SIG-013865,2023-10-01,South,Tamil Nadu,30.723,22.0528,251.638,110.5578,,0.0,0.0,0.0,1.6772,0.263,1065.0,TEST
SIG-013866,2023-10-01,South,Tamil Nadu,30.6422,21.4521,241.4148,93.4489,38.0,0.0,0.0,0.0,1.6745,0.2263,1060.0,TEST
SIG-013867,2023-10-01,South,Tamil Nadu,32.9461,21.4823,276.4266,96.2662,46.0,0.0,0.0,0.0,1.5984,0.2528,928.0,TEST
SIG-013868,2023-10-01,South,Tamil Nadu,33.7349,22.5762,304.6668,114.0436,51.0,0.0,0.0,0.0,1.5083,0.3016,1118.0,TEST
SIG-013869,2023-10-01,South,Tamil Nadu,30.8969,,240.4311,96.0345,39.0,0.0,0.0,0.0,1.5059,0.232,1011.0,TEST
SIG-013870,2023-10-01,South,Tamil Nadu,29.2843,19.9264,198.1601,102.3455,29.0,0.0,0.0,0.0,1.5153,0.2178,947.0,TEST
SIG-013871,2023-10-01,South,Tamil Nadu,33.6417,21.9864,294.4213,97.3121,48.0,0.0,0.0,0.0,1.5705,0.2632,1082.0,TEST
SIG-013872,2023-10-01,South,Tamil Nadu,29.5222,17.8583,170.7073,90.746,25.0,0.0,0.0,0.0,1.6631,0.1821,957.0,TEST
SIG-013873,2023-10-01,South,Tamil Nadu,33.6726,25.4227,346.4307,100.7327,60.0,0.0,0.0,,1.511,0.3014,974.0,TEST
SIG-013874,2023-10-01,South,Tamil Nadu,30.8842,20.5498,231.5092,91.2927,40.0,0.0,0.0,0.0,1.5197,0.2213,884.0,TEST
SIG-013875,2023-10-01,South,Tamil Nadu,33.827,25.4281,348.8258,93.6495,56.0,0.0,0.0,0.0,,0.2841,998.0,TEST
SIG-013876,2023-10-01,South,Tamil Nadu,34.4989,24.0448,338.1557,113.7581,56.0,0.0,0.0,0.0,1.6169,0.3182,1142.0,TEST
SIG-013877,2023-10-01,South,Tamil Nadu,31.4577,19.4743,223.9791,107.646,34.0,0.0,0.0,0.0,1.5965,0.2423,989.0,TEST
SIG-013878,2023-10-01,South,Tamil Nadu,30.9744,19.3567,214.9669,97.4761,38.0,0.0,0.0,0.0,1.6639,0.225,997.0,TEST
SIG-013879,2023-10-01,South,Tamil Nadu,32.491,21.8003,274.3705,94.832,50.0,0.0,0.0,0.0,1.6197,0.2543,996.0,TEST
SIG-013880,2023-10-01,South,Tamil Nadu,29.7952,21.6698,231.9761,113.0822,39.0,0.0,0.0,0.0,1.6581,0.2612,890.0,TEST
SIG-013881,2023-10-01,East,West Bengal,27.9721,18.7633,161.0305,97.1566,32.0,0.0,0.0,0.0,1.5777,0.1992,857.0,TEST
SIG-013882,2023-10-01,East,West Bengal,32.4299,22.9166,290.1975,92.8141,50.0,0.0,0.0,0.0,1.6507,0.2558,1007.0,TEST
SIG-013883,2023-10-01,East,West Bengal,29.9992,18.8284,192.4135,114.3125,28.0,0.0,0.0,0.0,1.5425,0.2371,833.0,TEST
SIG-013884,2023-10-01,East,West Bengal,33.6786,22.8498,307.926,95.7554,54.0,0.0,0.0,0.0,1.5612,0.272,918.0,TEST
SIG-013885,2023-10-01,East,West Bengal,31.2408,20.8181,240.8839,94.0721,48.0,0.0,0.0,0.0,1.6323,0.2393,1009.0,TEST
SIG-013886,2023-10-01,East,West Bengal,34.9787,26.2385,378.2577,110.7541,69.0,0.0,0.0,0.0,1.5408,,1047.0,TEST
SIG-013887,2023-10-01,East,West Bengal,31.2436,19.3132,218.3526,97.5701,32.0,0.0,0.0,0.0,1.609,0.2191,1020.0,TEST
SIG-013888,2023-10-01,East,West Bengal,31.6492,22.5393,272.8271,103.5603,48.0,0.0,0.0,0.0,,0.2677,901.0,TEST
SIG-013889,2023-10-01,East,West Bengal,33.9768,25.1371,346.7088,97.7735,64.0,0.0,0.0,0.0,1.648,0.3007,1000.0,TEST
SIG-013890,2023-10-01,East,West Bengal,30.0513,20.5246,218.6384,107.3349,37.0,0.0,0.0,0.0,1.5303,0.2435,859.0,TEST
SIG-013891,2023-10-01,East,West Bengal,30.8387,21.9642,252.0433,97.9085,47.0,0.0,0.0,0.0,1.607,0.249,854.0,TEST
SIG-013892,2023-10-01,East,West Bengal,31.0164,20.0303,225.7003,98.272,42.0,0.0,0.0,0.0,1.5778,0.2349,891.0,TEST
SIG-013893,2023-10-01,East,West Bengal,29.9621,20.2408,213.0425,102.8082,39.0,0.0,0.0,,1.5913,0.2356,823.0,TEST
SIG-013894,2023-10-01,East,West Bengal,31.6229,20.8848,247.6151,104.927,37.0,0.0,0.0,0.0,1.6533,0.2487,973.0,TEST
SIG-013895,2023-10-01,East,West Bengal,31.4223,19.569,224.869,104.3804,,0.0,0.0,0.0,1.5807,0.2437,840.0,TEST
SIG-013896,2023-10-01,East,West Bengal,31.3857,23.0183,276.0607,112.9016,52.0,0.0,0.0,0.0,1.5815,0.2911,985.0,TEST
SIG-013897,2023-10-01,East,West Bengal,29.929,,204.1575,96.605,29.0,0.0,0.0,0.0,1.5793,0.209,829.0,TEST
SIG-013898,2023-10-01,East,West Bengal,29.9697,18.5013,187.0655,98.5209,26.0,0.0,0.0,0.0,1.5018,0.2033,777.0,TEST
SIG-013899,2023-10-01,East,West Bengal,31.0582,19.9984,225.8488,113.3183,38.0,0.0,0.0,0.0,1.6008,0.2584,933.0,TEST
SIG-013900,2023-10-01,East,West Bengal,29.4675,20.4081,208.1337,108.0196,26.0,0.0,0.0,0.0,1.6969,0.2281,960.0,TEST
SIG-013901,2023-10-01,East,West Bengal,30.59,19.6556,213.6845,106.2736,31.0,0.0,0.0,,1.5559,0.2327,816.0,TEST
SIG-013902,2023-10-01,East,West Bengal,30.6878,21.9277,249.2332,95.5478,29.0,0.0,0.0,0.0,1.6255,0.222,816.0,TEST
